num_leaves	min_data_in_leaf	feature_fraction	AUC	num_iterations
64	64	0.5	0.928208310001636	420
64	64	0.8	0.928467397457671	285
64	256	0.5	0.928663690963125	409
64	256	0.8	0.928129807961889	182
64	512	0.5	0.930097466965005	316
64	512	0.8	0.929759762250965	172
64	1024	0.5	0.933346660245169	289
64	1024	0.8	0.930159723230382	228
64	2048	0.5	0.931951789608389	249
64	2048	0.8	0.931095065048388	300
128	64	0.5	0.928065285737439	246
128	64	0.8	0.928236461662661	273
128	256	0.5	0.928170672037374	168
128	256	0.8	0.926866209326995	113
128	512	0.5	0.928782673017497	158
128	512	0.8	0.928189068552559	181
128	1024	0.5	0.93030885406225	202
128	1024	0.8	0.929412801670204	182
128	2048	0.5	0.930897926609042	226
128	2048	0.8	0.929849939740851	175
256	64	0.5	0.926293958645863	187
256	64	0.8	0.926316695048764	231
256	256	0.5	0.927293515439631	210
256	256	0.8	0.92479377852132	172
256	512	0.5	0.927886198158505	97
256	512	0.8	0.928401915081071	154
256	1024	0.5	0.929087079654991	176
256	1024	0.8	0.928664919957876	196
256	2048	0.5	0.92868581286865	236
256	2048	0.8	0.930546126861447	278
384	64	0.5	0.928072314051174	348
384	64	0.8	0.924361594835764	254
384	256	0.5	0.92811986078562	222
384	256	0.8	0.927671584950038	155
384	512	0.5	0.92857942801048	173
384	512	0.8	0.927599535132735	185
384	1024	0.5	0.928709240581099	149
384	1024	0.8	0.928832600929274	183
384	2048	0.5	0.928263115486332	267
384	2048	0.8	0.929518072751881	188
512	64	0.5	0.929205984897191	326
512	64	0.8	0.926208543510639	250
512	256	0.5	0.926939411326877	224
512	256	0.8	0.924738742600107	197
512	512	0.5	0.928171248128663	156
512	512	0.8	0.926856070120296	202
512	1024	0.5	0.9290495185029	159
512	1024	0.8	0.929107703723163	142
512	2048	0.5	0.928263115486332	267
512	2048	0.8	0.929518072751881	188
