num_leaves	min_data_in_leaf	feature_fraction	AUC	num_iterations
64	64	0.5	0.925369600968448	302
64	64	0.8	0.925232683271922	256
64	256	0.5	0.925873757659134	224
64	256	0.8	0.925799096227985	169
64	512	0.5	0.92559124249065	202
64	512	0.8	0.926638960516239	189
64	1024	0.5	0.928215914406661	260
64	1024	0.8	0.926797039966141	222
64	2048	0.5	0.928397498381183	259
64	2048	0.8	0.927682492278456	209
128	64	0.5	0.922315510605073	237
128	64	0.8	0.925488813459336	228
128	256	0.5	0.925362649466885	162
128	256	0.8	0.926546632285539	123
128	512	0.5	0.926335206782207	171
128	512	0.8	0.927551335494828	184
128	1024	0.5	0.926129619003946	183
128	1024	0.8	0.927214014841648	145
128	2048	0.5	0.925042957207171	205
128	2048	0.8	0.925054517439051	172
256	64	0.5	0.925813652134572	243
256	64	0.8	0.92387568103592	161
256	256	0.5	0.923664677999535	146
256	256	0.8	0.925476293075306	135
256	512	0.5	0.924274720269273	160
256	512	0.8	0.926797692869603	196
256	1024	0.5	0.924202593639798	152
256	1024	0.8	0.925255957360027	205
256	2048	0.5	0.925356926960074	189
256	2048	0.8	0.926539373535288	270
384	64	0.5	0.924542948373771	200
384	64	0.8	0.92465555501787	240
384	256	0.5	0.924500240806159	336
384	256	0.8	0.924386789228168	226
384	512	0.5	0.922835260166667	186
384	512	0.8	0.923522882730089	146
384	1024	0.5	0.924950974631244	209
384	1024	0.8	0.925913661582469	149
384	2048	0.5	0.925356926960074	189
384	2048	0.8	0.926539373535288	270
512	64	0.5	0.92168906893662	282
512	64	0.8	0.92226869358626	152
512	256	0.5	0.923644783646996	302
512	256	0.8	0.922736326089177	280
512	512	0.5	0.922861683553823	164
512	512	0.8	0.923141049423256	160
512	1024	0.5	0.92414475407431	182
512	1024	0.8	0.925914122455501	149
512	2048	0.5	0.925356926960074	189
512	2048	0.8	0.926539373535288	270
