num_leaves	min_data_in_leaf	feature_fraction	AUC	num_iterations
64	64	0.5	0.923040271853639	209
64	64	0.8	0.92456188257416	260
64	256	0.5	0.924971022608127	191
64	256	0.8	0.926319882753901	270
64	512	0.5	0.927637288315256	253
64	512	0.8	0.926188918000702	156
64	1024	0.5	0.926450540258412	174
64	1024	0.8	0.92692762065848	151
64	2048	0.5	0.92643325751972	221
64	2048	0.8	0.926930731551445	177
128	64	0.5	0.92390444719432	257
128	64	0.8	0.921086362229304	206
128	256	0.5	0.925934900148017	187
128	256	0.8	0.926508725478674	158
128	512	0.5	0.926212460931409	142
128	512	0.8	0.928052726947323	132
128	1024	0.5	0.925638059509462	167
128	1024	0.8	0.926843741766695	139
128	2048	0.5	0.924281095679546	245
128	2048	0.8	0.926761245494006	174
256	64	0.5	0.923224160193321	231
256	64	0.8	0.923143814661447	237
256	256	0.5	0.923212715179698	89
256	256	0.8	0.927224922170067	113
256	512	0.5	0.925350935610661	206
256	512	0.8	0.924837215804565	157
256	1024	0.5	0.924948823890429	229
256	1024	0.8	0.923886319521737	108
256	2048	0.5	0.924971253044643	209
256	2048	0.8	0.926710280617908	200
384	64	0.5	0.923569430906299	286
384	64	0.8	0.922101550300067	236
384	256	0.5	0.92259015252593	155
384	256	0.8	0.926906458905104	192
384	512	0.5	0.923946655482814	160
384	512	0.8	0.925960747443883	163
384	1024	0.5	0.924808948925283	206
384	1024	0.8	0.924993336544082	163
384	2048	0.5	0.924971253044643	209
384	2048	0.8	0.926710280617908	200
512	64	0.5	0.922280599472915	294
512	64	0.8	0.922014368484888	304
512	256	0.5	0.92259522212928	286
512	256	0.8	0.92325112126568	169
512	512	0.5	0.92324643572319	119
512	512	0.8	0.924870859535886	122
512	1024	0.5	0.925008353323701	217
512	1024	0.8	0.924997407589196	163
512	2048	0.5	0.924971253044643	209
512	2048	0.8	0.926710280617908	200
