num_leaves	min_data_in_leaf	feature_fraction	AUC	num_iterations
64	64	0.5	0.928315731824128	180
64	64	0.8	0.928055184936826	184
64	256	0.5	0.927830432521659	213
64	256	0.8	0.929987702371269	181
64	512	0.5	0.929576142753885	245
64	512	0.8	0.929513694458079	234
64	1024	0.5	0.931309140571652	256
64	1024	0.8	0.928052650135151	371
64	2048	0.5	0.930059636970313	278
64	2048	0.8	0.930008403251613	352
128	64	0.5	0.926782791308242	250
128	64	0.8	0.92623108788311	351
128	256	0.5	0.926821274206396	302
128	256	0.8	0.928523815997978	185
128	512	0.5	0.92873466541002	181
128	512	0.8	0.927625881707719	173
128	1024	0.5	0.929735297574195	182
128	1024	0.8	0.92755513769734	148
128	2048	0.5	0.92900707977789	267
128	2048	0.8	0.928283777960591	201
256	64	0.5	0.925358770452201	267
256	64	0.8	0.92592933126555	259
256	256	0.5	0.927303616240244	141
256	256	0.8	0.926354025764339	215
256	512	0.5	0.928478343192176	181
256	512	0.8	0.926165682318683	156
256	1024	0.5	0.929708182877491	189
256	1024	0.8	0.928594329571841	174
256	2048	0.5	0.92896110769297	190
256	2048	0.8	0.927450442706953	236
384	64	0.5	0.92712491272217	246
384	64	0.8	0.926668648420703	228
384	256	0.5	0.924306904569326	133
384	256	0.8	0.926161380837053	137
384	512	0.5	0.928147820416214	119
384	512	0.8	0.927203184325401	148
384	1024	0.5	0.93047507560238	178
384	1024	0.8	0.926661197640023	192
384	2048	0.5	0.928658851796291	269
384	2048	0.8	0.927545612988017	170
512	64	0.5	0.927619199048758	348
512	64	0.8	0.926148630016507	261
512	256	0.5	0.927358114476252	253
512	256	0.8	0.92582609570643	299
512	512	0.5	0.925854593022229	187
512	512	0.8	0.926267228010019	332
512	1024	0.5	0.928146591421463	155
512	1024	0.8	0.927500024963956	143
512	2048	0.5	0.928658851796291	269
512	2048	0.8	0.927545612988017	170
