num_leaves	min_data_in_leaf	feature_fraction	AUC	num_iterations
64	64	0.5	0.927229223651697	472
64	64	0.8	0.926619142975873	274
64	256	0.5	0.92886121346333	303
64	256	0.8	0.929178831794401	279
64	512	0.5	0.929949411503545	184
64	512	0.8	0.93007027545613	341
64	1024	0.5	0.930538407238165	300
64	1024	0.8	0.928945476415975	218
64	2048	0.5	0.93057324155815	222
64	2048	0.8	0.930838051520996	347
128	64	0.5	0.925471300284128	249
128	64	0.8	0.9255574067289	234
128	256	0.5	0.925436235527627	268
128	256	0.8	0.926591913060911	185
128	512	0.5	0.927938123186753	177
128	512	0.8	0.928004642527674	203
128	1024	0.5	0.928186648969142	252
128	1024	0.8	0.928812898607165	228
128	2048	0.5	0.930107951826478	253
128	2048	0.8	0.929324506078531	248
256	64	0.5	0.926519786431437	265
256	64	0.8	0.924976937145368	282
256	256	0.5	0.925599115738276	210
256	256	0.8	0.927108628541713	162
256	512	0.5	0.9259919331857	241
256	512	0.8	0.926910299513702	122
256	1024	0.5	0.929259215732362	173
256	1024	0.8	0.927737643417927	126
256	2048	0.5	0.928991064440035	225
256	2048	0.8	0.928504766579331	227
384	64	0.5	0.924995448878811	245
384	64	0.8	0.925634987022583	261
384	256	0.5	0.924486645051721	165
384	256	0.8	0.927112776398999	202
384	512	0.5	0.925074334979418	121
384	512	0.8	0.92541545783511	96
384	1024	0.5	0.927924373807971	127
384	1024	0.8	0.926727716980944	132
384	2048	0.5	0.930666798783603	253
384	2048	0.8	0.927075292059081	199
512	64	0.5	0.924958194975409	363
512	64	0.8	0.924529275807162	170
512	256	0.5	0.92556247633225	151
512	256	0.8	0.927070990577451	329
512	512	0.5	0.926247410469653	189
512	512	0.8	0.926742004044929	439
512	1024	0.5	0.927843106530033	145
512	1024	0.8	0.928069625625155	156
512	2048	0.5	0.930666798783603	253
512	2048	0.8	0.927075292059081	199
