num_leaves	min_data_in_leaf	feature_fraction	AUC	num_iterations
64	64	0.5	0.926975282611184	318
64	64	0.8	0.926525662562592	298
64	256	0.5	0.928144671117164	221
64	256	0.8	0.928770152633467	178
64	512	0.5	0.928127772439332	227
64	512	0.8	0.928440513197483	220
64	1024	0.5	0.930293261191341	196
64	1024	0.8	0.927876135763978	214
64	2048	0.5	0.930301364875484	395
64	2048	0.8	0.928988145577501	266
128	64	0.5	0.926267919319567	274
128	64	0.8	0.924736975920152	234
128	256	0.5	0.92845994667699	271
128	256	0.8	0.927284950882457	254
128	512	0.5	0.927382463934765	246
128	512	0.8	0.927876788667439	159
128	1024	0.5	0.928962259875549	183
128	1024	0.8	0.928009251257991	159
128	2048	0.5	0.928903575376168	201
128	2048	0.8	0.928389509915299	194
256	64	0.5	0.92598839982579	205
256	64	0.8	0.923823448758984	280
256	256	0.5	0.926662580259118	207
256	256	0.8	0.926197482557876	191
256	512	0.5	0.925402707014564	162
256	512	0.8	0.927041494703417	187
256	1024	0.5	0.931593537638348	184
256	1024	0.8	0.92778157998029	170
256	2048	0.5	0.927890038767103	252
256	2048	0.8	0.926075120767937	275
384	64	0.5	0.926946093985837	246
384	64	0.8	0.926208005825435	241
384	256	0.5	0.927514504058371	156
384	256	0.8	0.924979087886183	125
384	512	0.5	0.926386210064392	169
384	512	0.8	0.924849966625111	170
384	1024	0.5	0.928658390923259	166
384	1024	0.8	0.926837712011196	167
384	2048	0.5	0.928032755782612	196
384	2048	0.8	0.928379255490342	231
512	64	0.5	0.926522474857456	167
512	64	0.8	0.925034239025653	173
512	256	0.5	0.928941290152603	242
512	256	0.8	0.925092846712861	198
512	512	0.5	0.925846758180688	720
512	512	0.8	0.923258879295049	233
512	1024	0.5	0.928079303958823	163
512	1024	0.8	0.926222369701592	208
512	2048	0.5	0.928032755782612	196
512	2048	0.8	0.928379255490342	231
