num_leaves	min_data_in_leaf	feature_fraction	AUC	num_iterations
64	64	0.5	0.924241499004898	294
64	64	0.8	0.924894095217905	253
64	256	0.5	0.925261180587721	179
64	256	0.8	0.92633393938137	220
64	512	0.5	0.927034543201854	203
64	512	0.8	0.92632925383888	174
64	1024	0.5	0.927217855450246	241
64	1024	0.8	0.928419466662365	194
64	2048	0.5	0.926297415193601	238
64	2048	0.8	0.928856143859981	194
128	64	0.5	0.923334500878347	241
128	64	0.8	0.924106847267445	197
128	256	0.5	0.924557081813412	144
128	256	0.8	0.928124853576797	126
128	512	0.5	0.92720902205047	238
128	512	0.8	0.926905959625986	193
128	1024	0.5	0.926031184205574	162
128	1024	0.8	0.927628109260706	146
128	2048	0.5	0.925081324887067	263
128	2048	0.8	0.927489847351171	266
256	64	0.5	0.921522616959974	170
256	64	0.8	0.92518901555216	262
256	256	0.5	0.925418376697645	304
256	256	0.8	0.926781639125662	140
256	512	0.5	0.925455630601047	164
256	512	0.8	0.926469896925746	131
256	1024	0.5	0.925444953709145	172
256	1024	0.8	0.925994160738687	181
256	2048	0.5	0.925514699161288	183
256	2048	0.8	0.928045199354471	209
384	64	0.5	0.923600923896804	540
384	64	0.8	0.923061318388757	181
384	256	0.5	0.922460109518795	238
384	256	0.8	0.926304635537766	166
384	512	0.5	0.923284073687453	169
384	512	0.8	0.924124398848739	180
384	1024	0.5	0.924320500323763	172
384	1024	0.8	0.926531461881576	191
384	2048	0.5	0.925514699161288	183
384	2048	0.8	0.928045199354471	209
512	64	0.5	0.924285934846379	301
512	64	0.8	0.923265024268806	247
512	256	0.5	0.923152033563847	290
512	256	0.8	0.925141622442059	194
512	512	0.5	0.92298358447073	165
512	512	0.8	0.924153741098429	128
512	1024	0.5	0.924320807572451	172
512	1024	0.8	0.927598306137984	207
512	2048	0.5	0.925514699161288	183
512	2048	0.8	0.928045199354471	209
