num_leaves	min_data_in_leaf	feature_fraction	AUC	num_iterations
64	64	0.5	0.928690613629398	300
64	64	0.8	0.926599978338967	364
64	256	0.5	0.929051093152425	254
64	256	0.8	0.927745900726413	506
64	512	0.5	0.92914730039781	193
64	512	0.8	0.928880646942837	223
64	1024	0.5	0.929184055022095	369
64	1024	0.8	0.929405926980813	302
64	2048	0.5	0.931817022652678	422
64	2048	0.8	0.930779290209444	295
128	64	0.5	0.928743844464569	248
128	64	0.8	0.924710206878223	249
128	256	0.5	0.92751776857568	195
128	256	0.8	0.926984845726593	237
128	512	0.5	0.930884830133722	177
128	512	0.8	0.927908396876203	197
128	1024	0.5	0.929622729336181	229
128	1024	0.8	0.92753343825876	217
128	2048	0.5	0.9311684590787	232
128	2048	0.8	0.927864537126011	186
256	64	0.5	0.927398440866533	203
256	64	0.8	0.924672722538304	156
256	256	0.5	0.926273987481152	163
256	256	0.8	0.925217090401013	58
256	512	0.5	0.929485658015312	128
256	512	0.8	0.927972419821535	121
256	1024	0.5	0.929004737006645	182
256	1024	0.8	0.928631737099588	180
256	2048	0.5	0.929527674273376	245
256	2048	0.8	0.92680698714241	184
384	64	0.5	0.925511012177034	176
384	64	0.8	0.923339916136471	280
384	256	0.5	0.925332270252873	165
384	256	0.8	0.928041435558044	143
384	512	0.5	0.927364182637838	215
384	512	0.8	0.927280764619085	165
384	1024	0.5	0.926841859868482	141
384	1024	0.8	0.925225731770359	175
384	2048	0.5	0.92939505805848	196
384	2048	0.8	0.926655091072352	232
512	64	0.5	0.92519016773474	199
512	64	0.8	0.925225654958187	312
512	256	0.5	0.925835236354894	237
512	256	0.8	0.92734551728005	180
512	512	0.5	0.927048945484097	165
512	512	0.8	0.924855189852805	58
512	1024	0.5	0.92689416895759	161
512	1024	0.8	0.926073968585358	128
512	2048	0.5	0.92939505805848	196
512	2048	0.8	0.926655091072352	232
