num_leaves	min_data_in_leaf	feature_fraction	AUC	num_iterations
64	64	0.5	0.927941157267545	572
64	64	0.8	0.929214165393505	275
64	256	0.5	0.930195479296431	324
64	256	0.8	0.930567250208737	232
64	512	0.5	0.930902957806306	465
64	512	0.8	0.929820751115505	230
64	1024	0.5	0.931273269287344	298
64	1024	0.8	0.930558877681993	299
64	2048	0.5	0.931410647856902	259
64	2048	0.8	0.93143714805623	322
128	64	0.5	0.928019352058605	227
128	64	0.8	0.928016970881274	312
128	256	0.5	0.927822751304463	218
128	256	0.8	0.927147226658125	147
128	512	0.5	0.928237268190466	182
128	512	0.8	0.929554596939649	171
128	1024	0.5	0.928829221193707	216
128	1024	0.8	0.93017178274138	187
128	2048	0.5	0.930429372360062	225
128	2048	0.8	0.931074594604559	310
256	64	0.5	0.926235043709966	379
256	64	0.8	0.926321073342566	220
256	256	0.5	0.926286354240838	171
256	256	0.8	0.926400266691861	162
256	512	0.5	0.929838533133314	173
256	512	0.8	0.927855934162751	145
256	1024	0.5	0.929141923545773	175
256	1024	0.8	0.929173032475418	159
256	2048	0.5	0.928609307945374	169
256	2048	0.8	0.929411380645023	195
384	64	0.5	0.925794218655065	285
384	64	0.8	0.925244781189006	203
384	256	0.5	0.925606182458097	195
384	256	0.8	0.925933939995867	244
384	512	0.5	0.927902098278101	157
384	512	0.8	0.926842243929342	169
384	1024	0.5	0.929165581694738	193
384	1024	0.8	0.928594944069217	139
384	2048	0.5	0.929084928914176	238
384	2048	0.8	0.92905812146616	277
512	64	0.5	0.925840766831275	351
512	64	0.8	0.924841286849679	250
512	256	0.5	0.924963110954414	203
512	256	0.8	0.925773556180807	164
512	512	0.5	0.927178988491232	194
512	512	0.8	0.926801994351233	174
512	1024	0.5	0.927981291627396	176
512	1024	0.8	0.92873781470907	136
512	2048	0.5	0.929084928914176	238
512	2048	0.8	0.92905812146616	277
