num_leaves	min_data_in_leaf	feature_fraction	AUC	num_iterations
64	64	0.5	0.927918766519418	265
64	64	0.8	0.926681360835163	313
64	256	0.5	0.930620865104768	229
64	256	0.8	0.928949009775885	182
64	512	0.5	0.93042795133488	191
64	512	0.8	0.93044888265174	191
64	1024	0.5	0.931705760221588	286
64	1024	0.8	0.930110025755121	218
64	2048	0.5	0.932682503800282	248
64	2048	0.8	0.929837765011595	384
128	64	0.5	0.930453683412488	306
128	64	0.8	0.926772306446769	312
128	256	0.5	0.927569616791755	215
128	256	0.8	0.928137489179085	217
128	512	0.5	0.929856123120694	187
128	512	0.8	0.928738045145586	176
128	1024	0.5	0.930937446471518	173
128	1024	0.8	0.930062824675449	182
128	2048	0.5	0.931287902006103	233
128	2048	0.8	0.931402044893642	272
256	64	0.5	0.926117521086861	209
256	64	0.8	0.924454691188184	248
256	256	0.5	0.927305421326285	188
256	256	0.8	0.925988169389274	179
256	512	0.5	0.929173800597138	203
256	512	0.8	0.928673369296792	112
256	1024	0.5	0.929802969097695	173
256	1024	0.8	0.928399687528085	205
256	2048	0.5	0.930968056122045	209
256	2048	0.8	0.929786454480723	204
384	64	0.5	0.924546174484994	190
384	64	0.8	0.923986828248752	211
384	256	0.5	0.926692844254872	136
384	256	0.8	0.926142638667094	172
384	512	0.5	0.927140812841766	140
384	512	0.8	0.928387704829258	149
384	1024	0.5	0.928015780292608	188
384	1024	0.8	0.928864631604983	157
384	2048	0.5	0.929803890843759	212
384	2048	0.8	0.92963459681675	221
512	64	0.5	0.926233968339559	280
512	64	0.8	0.925143389122014	424
512	256	0.5	0.925731539922742	341
512	256	0.8	0.927372939225441	158
512	512	0.5	0.927905708450184	136
512	512	0.8	0.926346728608002	594
512	1024	0.5	0.92802015858641	125
512	1024	0.8	0.926285278870431	123
512	2048	0.5	0.929803890843759	212
512	2048	0.8	0.92963459681675	221
