gan_acum,gan_suavizada,envio,celda,semilla
7.24999999999998,6.77999999999998,8750,B,315967
6.62499999999998,6.34249999999998,8775,B,315967
5.99999999999998,5.90499999999998,8800,B,315967
5.37499999999998,5.46749999999998,8825,B,315967
4.74999999999998,5.00999999999998,8850,B,315967
4.12499999999998,4.50999999999998,8875,B,315967
4.49999999999998,4.00999999999998,8900,B,315967
3.87499999999998,3.46499999999998,8925,B,315967
3.24999999999998,2.90249999999998,8950,B,315967
2.62499999999998,2.34749999999998,8975,B,315967
1.99999999999998,1.84749999999998,9000,B,315967
1.37499999999998,1.34749999999998,9025,B,315967
0.749999999999983,0.847499999999983,9050,B,315967
0.124999999999983,0.347499999999983,9075,B,315967
-0.500000000000017,-0.192500000000017,9100,B,315967
-1.12500000000002,-0.755000000000017,9125,B,315967
-1.75000000000002,-1.31750000000002,9150,B,315967
-1.37500000000002,-1.88000000000002,9175,B,315967
-2.00000000000002,-2.44250000000002,9200,B,315967
-2.62500000000002,-3.00500000000002,9225,B,315967
-3.25000000000002,-3.56750000000002,9250,B,315967
-3.87500000000002,-4.13000000000002,9275,B,315967
-4.50000000000002,-4.69250000000002,9300,B,315967
-5.12500000000002,-5.25500000000002,9325,B,315967
-5.75000000000002,-5.81750000000002,9350,B,315967
-6.37500000000002,-6.32500000000002,9375,B,315967
-7.00000000000002,-6.88750000000002,9400,B,315967
-7.62500000000002,-7.45000000000002,9425,B,315967
-8.25000000000002,-8.01250000000002,9450,B,315967
-8.87500000000002,-8.57500000000002,9475,B,315967
-9.50000000000002,-9.13750000000002,9500,B,315967
-10.125,-9.70000000000002,9525,B,315967
-10.75,-10.2625,9550,B,315967
-10.375,-10.825,9575,B,315967
-11,-11.3875,9600,B,315967
-11.625,-11.95,9625,B,315967
-12.25,-12.5125,9650,B,315967
-12.875,-13.075,9675,B,315967
-13.5,-13.6375,9700,B,315967
-14.125,-14.2,9725,B,315967
-14.75,-14.7625,9750,B,315967
-15.375,-15.3875,9775,B,315967
-16,-16.0125,9800,B,315967
-16.625,-16.615,9825,B,315967
-17.25,-17.1775,9850,B,315967
-17.875,-17.74,9875,B,315967
-18.5,-18.3025,9900,B,315967
-19.125,-18.865,9925,B,315967
-19.75,-19.4275,9950,B,315967
-20.375,-19.98,9975,B,315967
-21,-20.435,10000,B,315967
-20.625,-20.8725,10025,B,315967
-21.25,-21.31,10050,B,315967
-21.875,-21.7475,10075,B,315967
-22.5,-22.185,10100,B,315967
-23.125,-22.6225,10125,B,315967
-23.75,-23.06,10150,B,315967
-23.375,-23.4975,10175,B,315967
-23,-23.9075,10200,B,315967
-23.625,-24.305,10225,B,315967
-24.25,-24.7425,10250,B,315967
-24.875,-25.18,10275,B,315967
-25.5,-25.6175,10300,B,315967
-26.125,-26.055,10325,B,315967
-26.75,-26.4925,10350,B,315967
-27.375,-26.94,10375,B,315967
-27,-27.485,10400,B,315967
-27.625,-28.0475,10425,B,315967
-28.25,-28.61,10450,B,315967
-28.875,-29.1725,10475,B,315967
-29.5,-29.735,10500,B,315967
-30.125,-30.2975,10525,B,315967
-30.75,-30.86,10550,B,315967
-31.375,-31.4225,10575,B,315967
-32,-32.0125,10600,B,315967
-32.625,-32.6375,10625,B,315967
-33.25,-33.2625,10650,B,315967
-33.875,-33.8875,10675,B,315967
-34.5,-34.5125,10700,B,315967
-35.125,-35.1375,10725,B,315967
-35.75,-35.7625,10750,B,315967
-36.375,-36.3875,10775,B,315967
-37,-37.0125,10800,B,315967
-37.625,-37.6375,10825,B,315967
-38.25,-38.2625,10850,B,315967
-38.875,-38.8725,10875,B,315967
-39.5,-39.435,10900,B,315967
-40.125,-39.9975,10925,B,315967
-40.75,-40.56,10950,B,315967
-41.375,-41.1225,10975,B,315967
-42,-41.685,11000,B,315967
-42.625,-42.2475,11025,B,315967
-43.25,-42.81,11050,B,315967
-42.875,-43.3725,11075,B,315967
-43.5,-43.935,11100,B,315967
-44.125,-44.4975,11125,B,315967
-44.75,-45.06,11150,B,315967
-45.375,-45.6225,11175,B,315967
-46,-46.185,11200,B,315967
-46.625,-46.7475,11225,B,315967
-47.25,-47.31,11250,B,315967
-47.875,-47.8875,11275,B,315967
-48.5,-48.5125,11300,B,315967
-49.125,-49.1375,11325,B,315967
-49.75,-49.7625,11350,B,315967
-50.375,-50.3875,11375,B,315967
-51,-51.0125,11400,B,315967
-51.625,-51.6375,11425,B,315967
-52.25,-52.2625,11450,B,315967
-52.875,-52.8875,11475,B,315967
-53.5,-53.5125,11500,B,315967
-54.125,-54.1375,11525,B,315967
-54.75,-54.7625,11550,B,315967
-55.375,-55.3875,11575,B,315967
-56,-56.0125,11600,B,315967
-56.625,-56.6375,11625,B,315967
-57.25,-57.215,11650,B,315967
-57.875,-57.7775,11675,B,315967
-58.5,-58.34,11700,B,315967
-59.125,-58.9025,11725,B,315967
-59.75,-59.465,11750,B,315967
-60.375,-60.0275,11775,B,315967
-61,-60.59,11800,B,315967
-61.625,-61.1525,11825,B,315967
-61.25,-61.715,11850,B,315967
-61.875,-62.2775,11875,B,315967
-62.5,-62.84,11900,B,315967
-63.125,-63.4025,11925,B,315967
-63.75,-63.965,11950,B,315967
-64.375,-64.5275,11975,B,315967
-65,-65.09,12000,B,315967
-65.625,-65.6525,12025,B,315967
-66.25,-66.2625,12050,B,315967
-66.875,-66.8875,12075,B,315967
-67.5,-67.5125,12100,B,315967
-68.125,-68.1375,12125,B,315967
-68.75,-68.7625,12150,B,315967
-69.375,-69.3875,12175,B,315967
-70,-70.0125,12200,B,315967
-70.625,-70.6375,12225,B,315967
-71.25,-71.2625,12250,B,315967
-71.875,-71.8875,12275,B,315967
-72.5,-72.5125,12300,B,315967
-73.125,-73.1375,12325,B,315967
-73.75,-73.7625,12350,B,315967
-74.375,-74.3875,12375,B,315967
-75,-75.0125,12400,B,315967
-75.625,-75.6375,12425,B,315967
-76.25,-76.2625,12450,B,315967
-76.875,-76.8875,12475,B,315967
-77.5,-77.5125,12500,B,315967
-78.125,-78.1375,12525,B,315967
-78.75,-78.7625,12550,B,315967
-79.375,-79.3875,12575,B,315967
-80,-80.0125,12600,B,315967
-80.625,-80.6375,12625,B,315967
-81.25,-81.2625,12650,B,315967
-81.875,-81.8875,12675,B,315967
-82.5,-82.5125,12700,B,315967
-83.125,-83.1375,12725,B,315967
-83.75,-83.7625,12750,B,315967
-84.375,-84.3875,12775,B,315967
-85,-85.0125,12800,B,315967
-85.625,-85.6375,12825,B,315967
-86.25,-86.2625,12850,B,315967
-86.875,-86.8875,12875,B,315967
-87.5,-87.5125,12900,B,315967
-88.125,-88.1375,12925,B,315967
-88.75,-88.7625,12950,B,315967
-89.375,-89.3875,12975,B,315967
-90,-90.0125,13000,B,315967
-90.625,-90.6375,13025,B,315967
-91.25,-91.2625,13050,B,315967
-91.875,-91.8875,13075,B,315967
-92.5,-92.5125,13100,B,315967
-93.125,-93.1375,13125,B,315967
-93.75,-93.7625,13150,B,315967
-94.375,-94.3875,13175,B,315967
-95,-95.0125,13200,B,315967
-95.625,-95.6375,13225,B,315967
-96.25,-96.2625,13250,B,315967
-96.875,-96.8875,13275,B,315967
-97.5,-97.49,13300,B,315967
-98.125,-98.0525,13325,B,315967
-98.75,-98.615,13350,B,315967
-99.375,-99.1775,13375,B,315967
-100,-99.74,13400,B,315967
-100.625,-100.3025,13425,B,315967
-101.25,-100.865,13450,B,315967
-101.875,-101.4275,13475,B,315967
-101.5,-101.99,13500,B,315967
-102.125,-102.5525,13525,B,315967
-102.75,-103.115,13550,B,315967
-103.375,-103.6775,13575,B,315967
-104,-104.24,13600,B,315967
-104.625,-104.8025,13625,B,315967
-105.25,-105.365,13650,B,315967
-105.875,-105.905,13675,B,315967
-106.5,-106.4275,13700,B,315967
-107.125,-106.99,13725,B,315967
-107.75,-107.5525,13750,B,315967
-108.375,-108.115,13775,B,315967
-109,-108.6775,13800,B,315967
-109.625,-109.24,13825,B,315967
-110.25,-109.8025,13850,B,315967
-109.875,-110.365,13875,B,315967
-110.5,-110.9275,13900,B,315967
-111.125,-111.49,13925,B,315967
-111.75,-112.0525,13950,B,315967
-112.375,-112.615,13975,B,315967
-113,-113.1775,14000,B,315967
-113.625,-113.74,14025,B,315967
-114.25,-114.3025,14050,B,315967
-114.875,-114.8875,14075,B,315967
-115.5,-115.5125,14100,B,315967
-116.125,-116.1375,14125,B,315967
-116.75,-116.7625,14150,B,315967
-117.375,-117.3875,14175,B,315967
-118,-118.0125,14200,B,315967
-118.625,-118.6375,14225,B,315967
-119.25,-119.2625,14250,B,315967
-119.875,-119.8875,14275,B,315967
-120.5,-120.5125,14300,B,315967
-121.125,-121.1375,14325,B,315967
-121.75,-121.7625,14350,B,315967
-122.375,-122.3875,14375,B,315967
-123,-123.0125,14400,B,315967
-123.625,-123.6375,14425,B,315967
-124.25,-124.2625,14450,B,315967
-124.875,-124.8875,14475,B,315967
-125.5,-125.5125,14500,B,315967
-126.125,-126.1375,14525,B,315967
-126.75,-126.7625,14550,B,315967
-127.375,-127.3875,14575,B,315967
-128,-128.0125,14600,B,315967
-128.625,-128.6375,14625,B,315967
-129.25,-129.2625,14650,B,315967
-129.875,-129.8875,14675,B,315967
-130.5,-130.5125,14700,B,315967
-131.125,-131.1375,14725,B,315967
-131.75,-131.7625,14750,B,315967
-132.375,-132.3875,14775,B,315967
-133,-133.0125,14800,B,315967
-133.625,-133.6375,14825,B,315967
-134.25,-134.2625,14850,B,315967
-134.875,-134.8875,14875,B,315967
-135.5,-135.5125,14900,B,315967
-136.125,-136.1375,14925,B,315967
-136.75,-136.7625,14950,B,315967
-137.375,-137.3875,14975,B,315967
-138,-138.0125,15000,B,315967
-138.625,-138.6375,15025,B,315967
-139.25,-139.2625,15050,B,315967
-139.875,-139.8875,15075,B,315967
-140.5,-140.5125,15100,B,315967
-141.125,-141.1375,15125,B,315967
-141.75,-141.7625,15150,B,315967
-142.375,-142.3875,15175,B,315967
-143,-143.0125,15200,B,315967
-143.625,-143.6375,15225,B,315967
-144.25,-144.2625,15250,B,315967
-144.875,-144.8875,15275,B,315967
-145.5,-145.5125,15300,B,315967
-146.125,-146.1375,15325,B,315967
-146.75,-146.7625,15350,B,315967
-147.375,-147.3875,15375,B,315967
-148,-148.0125,15400,B,315967
-148.625,-148.6375,15425,B,315967
-149.25,-149.2625,15450,B,315967
-149.875,-149.8875,15475,B,315967
-150.5,-150.5125,15500,B,315967
-151.125,-151.1375,15525,B,315967
-151.75,-151.7625,15550,B,315967
-152.375,-152.3875,15575,B,315967
-153,-153.0125,15600,B,315967
-153.625,-153.6125,15625,B,315967
-154.25,-154.1525,15650,B,315967
-154.875,-154.6525,15675,B,315967
-155.5,-155.1525,15700,B,315967
-156.125,-155.6525,15725,B,315967
-156.75,-156.1075,15750,B,315967
-157.375,-156.545,15775,B,315967
-158,-156.9825,15800,B,315967
-157.625,-157.42,15825,B,315967
-157.25,-157.8575,15850,B,315967
-157.875,-158.295,15875,B,315967
-158.5,-158.7325,15900,B,315967
-159.125,-159.17,15925,B,315967
-158.75,-159.6075,15950,B,315967
-159.375,-160.045,15975,B,315967
-160,-160.4825,16000,B,315967
-160.625,-160.945,16025,B,315967
-161.25,-161.4675,16050,B,315967
-161.875,-162.03,16075,B,315967
-162.5,-162.5925,16100,B,315967
-163.125,-163.155,16125,B,315967
-163.75,-163.7625,16150,B,315967
-164.375,-164.3875,16175,B,315967
-165,-165.0125,16200,B,315967
-165.625,-165.6375,16225,B,315967
-166.25,-166.2625,16250,B,315967
-166.875,-166.8875,16275,B,315967
-167.5,-167.5125,16300,B,315967
-168.125,-168.1375,16325,B,315967
-168.75,-168.7625,16350,B,315967
-169.375,-169.3875,16375,B,315967
-170,-170.0125,16400,B,315967
-170.625,-170.6375,16425,B,315967
-171.25,-171.2625,16450,B,315967
-171.875,-171.8875,16475,B,315967
-172.5,-172.5125,16500,B,315967
-173.125,-173.1375,16525,B,315967
-173.75,-173.7625,16550,B,315967
-174.375,-174.3875,16575,B,315967
-175,-175.0125,16600,B,315967
-175.625,-175.6375,16625,B,315967
-176.25,-176.2625,16650,B,315967
-176.875,-176.8875,16675,B,315967
-177.5,-177.5125,16700,B,315967
-178.125,-178.1375,16725,B,315967
-178.75,-178.7625,16750,B,315967
-179.375,-179.3875,16775,B,315967
-180,-180.0125,16800,B,315967
-180.625,-180.6375,16825,B,315967
-181.25,-181.2625,16850,B,315967
-181.875,-181.8875,16875,B,315967
-182.5,-182.5125,16900,B,315967
-183.125,-183.1375,16925,B,315967
-183.75,-183.7625,16950,B,315967
-184.375,-184.3875,16975,B,315967
-185,-185.0125,17000,B,315967
-185.625,-185.6375,17025,B,315967
-186.25,-186.2625,17050,B,315967
-186.875,-186.8875,17075,B,315967
-187.5,-187.5125,17100,B,315967
-188.125,-188.1375,17125,B,315967
-188.75,-188.7625,17150,B,315967
-189.375,-189.3875,17175,B,315967
-190,-190.0125,17200,B,315967
-190.625,-190.6375,17225,B,315967
-191.25,-191.2625,17250,B,315967
-191.875,-191.8875,17275,B,315967
-192.5,-192.5125,17300,B,315967
-193.125,-193.1375,17325,B,315967
-193.75,-193.7625,17350,B,315967
-194.375,-194.3875,17375,B,315967
-195,-195.0125,17400,B,315967
-195.625,-195.6375,17425,B,315967
-196.25,-196.2625,17450,B,315967
-196.875,-196.8875,17475,B,315967
-197.5,-197.5125,17500,B,315967
-198.125,-198.1375,17525,B,315967
-198.75,-198.7625,17550,B,315967
-199.375,-199.3875,17575,B,315967
-200,-200.0125,17600,B,315967
-200.625,-200.6375,17625,B,315967
-201.25,-201.2625,17650,B,315967
-201.875,-201.8875,17675,B,315967
-202.5,-202.5125,17700,B,315967
-203.125,-203.1375,17725,B,315967
-203.75,-203.7625,17750,B,315967
-204.375,-204.3875,17775,B,315967
-205,-205.0125,17800,B,315967
-205.625,-205.6375,17825,B,315967
-206.25,-206.2625,17850,B,315967
-206.875,-206.8875,17875,B,315967
-207.5,-207.5125,17900,B,315967
-208.125,-208.1375,17925,B,315967
-208.75,-208.7625,17950,B,315967
-209.375,-209.3875,17975,B,315967
-210,-210.0125,18000,B,315967
-210.625,-210.6375,18025,B,315967
-211.25,-211.2625,18050,B,315967
-211.875,-211.8875,18075,B,315967
-212.5,-212.5125,18100,B,315967
-213.125,-213.1375,18125,B,315967
-213.75,-213.7625,18150,B,315967
-214.375,-214.3875,18175,B,315967
-215,-215.0125,18200,B,315967
-215.625,-215.6375,18225,B,315967
-216.25,-216.2625,18250,B,315967
-216.875,-216.8875,18275,B,315967
-217.5,-217.5125,18300,B,315967
-218.125,-218.1375,18325,B,315967
-218.75,-218.7625,18350,B,315967
-219.375,-219.3875,18375,B,315967
-220,-220.0125,18400,B,315967
-220.625,-220.6375,18425,B,315967
-221.25,-221.2625,18450,B,315967
-221.875,-221.8875,18475,B,315967
-222.5,-222.5125,18500,B,315967
-223.125,-223.1375,18525,B,315967
-223.75,-223.7625,18550,B,315967
-224.375,-224.3875,18575,B,315967
-225,-225.0125,18600,B,315967
-225.625,-225.6375,18625,B,315967
-226.25,-226.2625,18650,B,315967
-226.875,-226.8875,18675,B,315967
-227.5,-227.5125,18700,B,315967
-228.125,-228.1375,18725,B,315967
-228.75,-228.7625,18750,B,315967
-229.375,-229.3875,18775,B,315967
-230,-230.0125,18800,B,315967
-230.625,-230.6375,18825,B,315967
-231.25,-231.2625,18850,B,315967
-231.875,-231.8875,18875,B,315967
-232.5,-232.5125,18900,B,315967
-233.125,-233.1375,18925,B,315967
-233.75,-233.7625,18950,B,315967
-234.375,-234.3875,18975,B,315967
-235,-235.0125,19000,B,315967
-235.625,-235.6375,19025,B,315967
-236.25,-236.2625,19050,B,315967
-236.875,-236.8875,19075,B,315967
-237.5,-237.5125,19100,B,315967
-238.125,-238.1375,19125,B,315967
-238.75,-238.7625,19150,B,315967
-239.375,-239.3875,19175,B,315967
-240,-240.0125,19200,B,315967
-240.625,-240.6375,19225,B,315967
-241.25,-241.2625,19250,B,315967
-241.875,-241.8875,19275,B,315967
-242.5,-242.5125,19300,B,315967
-243.125,-243.1375,19325,B,315967
-243.75,-243.7625,19350,B,315967
-244.375,-244.3875,19375,B,315967
-245,-245.0125,19400,B,315967
-245.625,-245.6375,19425,B,315967
-246.25,-246.2625,19450,B,315967
-246.875,-246.8875,19475,B,315967
-247.5,-247.5125,19500,B,315967
-248.125,-248.1375,19525,B,315967
-248.75,-248.7625,19550,B,315967
-249.375,-249.3875,19575,B,315967
-250,-250.0125,19600,B,315967
-250.625,-250.6375,19625,B,315967
-251.25,-251.2625,19650,B,315967
-251.875,-251.8875,19675,B,315967
-252.5,-252.5125,19700,B,315967
-253.125,-253.1375,19725,B,315967
-253.75,-253.7625,19750,B,315967
-254.375,-254.3875,19775,B,315967
-255,-255.0125,19800,B,315967
-255.625,-255.6375,19825,B,315967
-256.25,-256.2625,19850,B,315967
-256.875,-256.8875,19875,B,315967
-257.5,-257.5125,19900,B,315967
-258.125,-258.1375,19925,B,315967
-258.75,-258.7625,19950,B,315967
-259.375,-259.3875,19975,B,315967
-260,-260.0125,20000,B,315967
1.375,,25,B,352357
1.75,,50,B,352357
2.125,,75,B,352357
4.5,,100,B,352357
4.875,,125,B,352357
6.25,,150,B,352357
8.625,,175,B,352357
10,14.3275,200,B,352357
18.375,16.6225,225,B,352357
19.75,19.12,250,B,352357
22.125,21.7125,275,B,352357
21.5,24.3425,300,B,352357
26.875,26.9675,325,B,352357
30.25,29.685,350,B,352357
32.625,32.475,375,B,352357
36,35.115,400,B,352357
38.375,37.5475,425,B,352357
42.75,39.7875,450,B,352357
44.125,42.0875,475,B,352357
45.5,44.5025,500,B,352357
46.875,46.8775,525,B,352357
50.25,49.105,550,B,352357
51.625,51.185,575,B,352357
52,53.17,600,B,352357
55.375,55.1125,625,B,352357
55.75,56.9075,650,B,352357
60.125,58.6025,675,B,352357
61.5,60.1675,700,B,352357
63.875,61.67,725,B,352357
64.25,63.15,750,B,352357
64.625,64.56,775,B,352357
67,65.95,800,B,352357
69.375,67.2575,825,B,352357
70.75,68.555,850,B,352357
70.125,69.7625,875,B,352357
70.5,70.8175,900,B,352357
71.875,71.765,925,B,352357
73.25,72.5475,950,B,352357
73.625,73.385,975,B,352357
74,74.2325,1000,B,352357
75.375,74.9025,1025,B,352357
77.75,75.5125,1050,B,352357
77.125,76.12,1075,B,352357
77.5,76.8225,1100,B,352357
76.875,77.6775,1125,B,352357
78.25,78.4975,1150,B,352357
78.625,79.1925,1175,B,352357
80,79.9125,1200,B,352357
79.375,80.6175,1225,B,352357
79.75,81.15,1250,B,352357
81.125,81.5975,1275,B,352357
82.5,82.145,1300,B,352357
85.875,82.71,1325,B,352357
85.25,83.41,1350,B,352357
85.625,84.1475,1375,B,352357
86,84.85,1400,B,352357
85.375,85.51,1425,B,352357
84.75,86.2,1450,B,352357
85.125,87,1475,B,352357
86.5,87.7075,1500,B,352357
86.875,88.24,1525,B,352357
88.25,88.6825,1550,B,352357
90.625,89.1775,1575,B,352357
90,89.6125,1600,B,352357
90.375,90.05,1625,B,352357
90.75,90.5,1650,B,352357
93.125,91.0175,1675,B,352357
92.5,91.49,1700,B,352357
92.875,91.94,1725,B,352357
93.25,92.305,1750,B,352357
92.625,92.5475,1775,B,352357
92,92.7875,1800,B,352357
92.375,93.0025,1825,B,352357
92.75,93.1425,1850,B,352357
93.125,93.11,1875,B,352357
93.5,93.135,1900,B,352357
93.875,93.14,1925,B,352357
94.25,93.1525,1950,B,352357
93.625,93.1525,1975,B,352357
94,93.1525,2000,B,352357
93.375,93.09,2025,B,352357
92.75,93.06,2050,B,352357
92.125,92.97,2075,B,352357
93.5,92.795,2100,B,352357
92.875,92.71,2125,B,352357
93.25,92.6,2150,B,352357
92.625,92.475,2175,B,352357
92,92.2975,2200,B,352357
91.375,92.11,2225,B,352357
91.75,91.9675,2250,B,352357
91.125,91.8425,2275,B,352357
91.5,91.675,2300,B,352357
91.875,91.6175,2325,B,352357
92.25,91.6,2350,B,352357
91.625,91.565,2375,B,352357
91,91.625,2400,B,352357
90.375,91.745,2425,B,352357
90.75,91.825,2450,B,352357
90.125,91.8875,2475,B,352357
91.5,91.9475,2500,B,352357
92.875,91.8925,2525,B,352357
92.25,91.79,2550,B,352357
92.625,91.725,2575,B,352357
93,91.6625,2600,B,352357
93.375,91.6125,2625,B,352357
92.75,91.6725,2650,B,352357
92.125,91.7975,2675,B,352357
91.5,91.8775,2700,B,352357
90.875,91.81,2725,B,352357
90.25,91.685,2750,B,352357
90.625,91.5475,2775,B,352357
90,91.425,2800,B,352357
90.375,91.28,2825,B,352357
92.75,91.155,2850,B,352357
92.125,91.03,2875,B,352357
91.5,90.905,2900,B,352357
90.875,90.8075,2925,B,352357
90.25,90.745,2950,B,352357
90.625,90.6225,2975,B,352357
91,90.4975,3000,B,352357
91.375,90.36,3025,B,352357
90.75,90.0675,3050,B,352357
90.125,89.75,3075,B,352357
89.5,89.4375,3100,B,352357
89.875,89.125,3125,B,352357
89.25,88.8125,3150,B,352357
88.625,88.485,3175,B,352357
88,88.0475,3200,B,352357
87.375,87.5725,3225,B,352357
86.75,87.075,3250,B,352357
87.125,86.6375,3275,B,352357
86.5,86.2,3300,B,352357
85.875,85.735,3325,B,352357
85.25,85.235,3350,B,352357
84.625,84.735,3375,B,352357
84,84.235,3400,B,352357
83.375,83.735,3425,B,352357
83.75,83.235,3450,B,352357
83.125,82.6775,3475,B,352357
82.5,82.115,3500,B,352357
81.875,81.59,3525,B,352357
81.25,81.1175,3550,B,352357
80.625,80.68,3575,B,352357
80,80.2425,3600,B,352357
79.375,79.855,3625,B,352357
78.75,79.4775,3650,B,352357
78.125,79.095,3675,B,352357
77.5,78.78,3700,B,352357
77.875,78.53,3725,B,352357
78.25,78.29,3750,B,352357
77.625,78.14,3775,B,352357
77,78.015,3800,B,352357
77.375,77.895,3825,B,352357
76.75,77.8325,3850,B,352357
77.125,77.77,3875,B,352357
78.5,77.7625,3900,B,352357
77.875,77.725,3925,B,352357
78.25,77.635,3950,B,352357
78.625,77.51,3975,B,352357
78,77.385,4000,B,352357
78.375,77.21,4025,B,352357
77.75,77.075,4050,B,352357
77.125,76.895,4075,B,352357
77.5,76.66,4100,B,352357
76.875,76.4225,4125,B,352357
76.25,76.225,4150,B,352357
75.625,75.9725,4175,B,352357
75,75.7225,4200,B,352357
74.375,75.4925,4225,B,352357
74.75,75.2425,4250,B,352357
74.125,74.9925,4275,B,352357
74.5,74.6875,4300,B,352357
74.875,74.375,4325,B,352357
74.25,74.1725,4350,B,352357
74.625,74.0225,4375,B,352357
74,73.8975,4400,B,352357
74.375,73.7725,4425,B,352357
73.75,73.595,4450,B,352357
73.125,73.4075,4475,B,352357
72.5,73.265,4500,B,352357
71.875,73.1275,4525,B,352357
73.25,72.9725,4550,B,352357
73.625,72.8125,4575,B,352357
73,72.625,4600,B,352357
72.375,72.4475,4625,B,352357
71.75,72.26,4650,B,352357
71.125,72.115,4675,B,352357
72.5,71.99,4700,B,352357
71.875,71.87,4725,B,352357
72.25,71.6975,4750,B,352357
71.625,71.4725,4775,B,352357
71,71.2225,4800,B,352357
71.375,71,4825,B,352357
70.75,70.8125,4850,B,352357
71.125,70.625,4875,B,352357
70.5,70.3925,4900,B,352357
70.875,70.1425,4925,B,352357
70.25,69.9175,4950,B,352357
69.625,69.6675,4975,B,352357
69,69.48,5000,B,352357
69.375,69.32,5025,B,352357
68.75,69.1325,5050,B,352357
68.125,68.9025,5075,B,352357
68.5,68.6525,5100,B,352357
67.875,68.3975,5125,B,352357
68.25,68.1025,5150,B,352357
67.625,67.8525,5175,B,352357
69,67.6025,5200,B,352357
68.375,67.325,5225,B,352357
67.75,67.0125,5250,B,352357
67.125,66.7475,5275,B,352357
66.5,66.485,5300,B,352357
65.875,66.1725,5325,B,352357
66.25,65.885,5350,B,352357
65.625,65.635,5375,B,352357
65,65.3225,5400,B,352357
64.375,64.9475,5425,B,352357
63.75,64.5725,5450,B,352357
64.125,64.1975,5475,B,352357
63.5,63.8225,5500,B,352357
62.875,63.48,5525,B,352357
64.25,63.195,5550,B,352357
63.625,62.925,5575,B,352357
63,62.72,5600,B,352357
62.375,62.5325,5625,B,352357
61.75,62.345,5650,B,352357
61.125,62.17,5675,B,352357
60.5,61.9825,5700,B,352357
60.875,61.795,5725,B,352357
61.25,61.525,5750,B,352357
61.625,61.2125,5775,B,352357
62,60.9,5800,B,352357
61.375,60.6325,5825,B,352357
60.75,60.3825,5850,B,352357
61.125,60.1875,5875,B,352357
60.5,60,5900,B,352357
59.875,59.78,5925,B,352357
59.25,59.485,5950,B,352357
58.625,59.13,5975,B,352357
58,58.71,6000,B,352357
58.375,58.2725,6025,B,352357
57.75,57.835,6050,B,352357
58.125,57.3375,6075,B,352357
57.5,56.8375,6100,B,352357
56.875,56.3575,6125,B,352357
56.25,55.92,6150,B,352357
55.625,55.485,6175,B,352357
55,55.11,6200,B,352357
54.375,54.69,6225,B,352357
53.75,54.2525,6250,B,352357
53.125,53.76,6275,B,352357
52.5,53.26,6300,B,352357
52.875,52.76,6325,B,352357
52.25,52.26,6350,B,352357
52.625,51.76,6375,B,352357
52,51.29,6400,B,352357
51.375,50.915,6425,B,352357
50.75,50.54,6450,B,352357
50.125,50.165,6475,B,352357
49.5,49.79,6500,B,352357
48.875,49.395,6525,B,352357
48.25,48.9575,6550,B,352357
47.625,48.5175,6575,B,352357
48,48.0175,6600,B,352357
48.375,47.5175,6625,B,352357
47.75,47.0175,6650,B,352357
47.125,46.5525,6675,B,352357
46.5,46.115,6700,B,352357
45.875,45.6775,6725,B,352357
45.25,45.24,6750,B,352357
44.625,44.8025,6775,B,352357
44,44.3875,6800,B,352357
43.375,43.8875,6825,B,352357
42.75,43.3875,6850,B,352357
43.125,42.8875,6875,B,352357
42.5,42.4275,6900,B,352357
41.875,41.99,6925,B,352357
41.25,41.5525,6950,B,352357
40.625,41.115,6975,B,352357
41,40.6775,7000,B,352357
40.375,40.24,7025,B,352357
39.75,39.8025,7050,B,352357
39.125,39.415,7075,B,352357
39.5,39.04,7100,B,352357
38.875,38.665,7125,B,352357
38.25,38.29,7150,B,352357
37.625,37.915,7175,B,352357
37,37.4875,7200,B,352357
36.375,37.05,7225,B,352357
35.75,36.6125,7250,B,352357
37.125,36.175,7275,B,352357
36.5,35.6975,7300,B,352357
35.875,35.1975,7325,B,352357
35.25,34.6975,7350,B,352357
34.625,34.1975,7375,B,352357
34,33.6975,7400,B,352357
33.375,33.1975,7425,B,352357
32.75,32.6975,7450,B,352357
32.125,32.1125,7475,B,352357
31.5,31.4875,7500,B,352357
30.875,30.8625,7525,B,352357
30.25,30.2375,7550,B,352357
29.625,29.635,7575,B,352357
29,29.0725,7600,B,352357
28.375,28.51,7625,B,352357
27.75,27.9475,7650,B,352357
27.125,27.385,7675,B,352357
26.5,26.8225,7700,B,352357
25.875,26.26,7725,B,352357
25.25,25.6975,7750,B,352357
25.625,25.135,7775,B,352357
25,24.5725,7800,B,352357
24.375,24.01,7825,B,352357
23.75,23.4475,7850,B,352357
23.125,22.885,7875,B,352357
22.5,22.3225,7900,B,352357
21.875,21.76,7925,B,352357
21.25,21.25,7950,B,352357
20.625,20.7275,7975,B,352357
20,20.165,8000,B,352357
19.375,19.6025,8025,B,352357
18.75,19.085,8050,B,352357
18.125,18.585,8075,B,352357
17.5,18.105,8100,B,352357
16.875,17.6675,8125,B,352357
17.25,17.23,8150,B,352357
16.625,16.7925,8175,B,352357
16,16.355,8200,B,352357
15.375,15.9225,8225,B,352357
15.75,15.5475,8250,B,352357
15.125,15.1725,8275,B,352357
15.5,14.7975,8300,B,352357
14.875,14.4225,8325,B,352357
14.25,13.995,8350,B,352357
13.625,13.5575,8375,B,352357
