num_leaves	min_data_in_leaf	feature_fraction	AUC	num_iterations
64	64	0.5	0.929029124871244	271
64	64	0.8	0.925200652596213	363
64	256	0.5	0.928468434421992	228
64	256	0.8	0.927638901370867	167
64	512	0.5	0.928688117233809	320
64	512	0.8	0.928025881093222	198
64	1024	0.5	0.931766365025267	364
64	1024	0.8	0.930182728475885	338
64	2048	0.5	0.930831906547239	335
64	2048	0.8	0.931911501624193	375
128	64	0.5	0.927574071897729	322
128	64	0.8	0.928747070575792	217
128	256	0.5	0.928238036312186	151
128	256	0.8	0.929239167755479	174
128	512	0.5	0.928874194720392	204
128	512	0.8	0.927809962077831	134
128	1024	0.5	0.930145705008998	176
128	1024	0.8	0.930145935445515	314
128	2048	0.5	0.929385725379587	347
128	2048	0.8	0.929659868021326	281
256	64	0.5	0.926447352553275	247
256	64	0.8	0.927725238252154	159
256	256	0.5	0.926982349331004	230
256	256	0.8	0.925764722781031	153
256	512	0.5	0.927003242241778	247
256	512	0.8	0.927370020362907	179
256	1024	0.5	0.929499637830609	224
256	1024	0.8	0.928557613353643	176
256	2048	0.5	0.92928341156653	256
256	2048	0.8	0.930378138641362	274
384	64	0.5	0.92744952096089	205
384	64	0.8	0.925994083926515	206
384	256	0.5	0.924849582564251	110
384	256	0.8	0.925543772568376	61
384	512	0.5	0.924957350041517	147
384	512	0.8	0.925838692902632	158
384	1024	0.5	0.926357482312077	129
384	1024	0.8	0.92730403870719	179
384	2048	0.5	0.929434501108784	229
384	2048	0.8	0.93054036594855	213
512	64	0.5	0.92487416245928	294
512	64	0.8	0.926756060672398	353
512	256	0.5	0.927728272332947	210
512	256	0.8	0.92402938219202	283
512	512	0.5	0.926172057728956	148
512	512	0.8	0.926430684311959	497
512	1024	0.5	0.926823962632415	208
512	1024	0.8	0.927012997387618	153
512	2048	0.5	0.929434501108784	229
512	2048	0.8	0.93054036594855	213
