num_leaves	min_data_in_leaf	feature_fraction	AUC	num_iterations
64	64	0.5	0.92951864884317	327
64	64	0.8	0.927888041650632	364
64	256	0.5	0.929507549484321	233
64	256	0.8	0.929019446537576	265
64	512	0.5	0.930418196189041	404
64	512	0.8	0.928290460619552	222
64	1024	0.5	0.931338252384826	316
64	1024	0.8	0.930217485983699	226
64	2048	0.5	0.931287594757416	286
64	2048	0.8	0.930857446594417	391
128	64	0.5	0.927813572249913	342
128	64	0.8	0.92810972157892	366
128	256	0.5	0.927791988029591	182
128	256	0.8	0.928521473226733	218
128	512	0.5	0.928767579425706	169
128	512	0.8	0.931623801634102	207
128	1024	0.5	0.930232733199834	228
128	1024	0.8	0.930821152843164	141
128	2048	0.5	0.93138007661246	285
128	2048	0.8	0.930726904308164	170
256	64	0.5	0.927019142361375	253
256	64	0.8	0.926535840175378	224
256	256	0.5	0.928410210795644	171
256	256	0.8	0.927424787441517	259
256	512	0.5	0.92698296382838	156
256	512	0.8	0.928933378498891	260
256	1024	0.5	0.928090595348101	190
256	1024	0.8	0.927512737378416	192
256	2048	0.5	0.930501345365192	212
256	2048	0.8	0.930858445152653	238
384	64	0.5	0.926381985394934	171
384	64	0.8	0.928483873668557	217
384	256	0.5	0.927238901985364	163
384	256	0.8	0.925933555935008	143
384	512	0.5	0.927649923917544	181
384	512	0.8	0.924903351084626	203
384	1024	0.5	0.928673753357652	194
384	1024	0.8	0.927895569243485	126
384	2048	0.5	0.929704649517581	216
384	2048	0.8	0.930652972592649	275
512	64	0.5	0.925413614342983	229
512	64	0.8	0.928333475435851	189
512	256	0.5	0.926755753423711	121
512	256	0.8	0.924428498237545	121
512	512	0.5	0.927343596975751	136
512	512	0.8	0.927245046959121	513
512	1024	0.5	0.928204277362608	195
512	1024	0.8	0.927243510715682	154
512	2048	0.5	0.929704649517581	216
512	2048	0.8	0.930652972592649	275
