num_leaves	min_data_in_leaf	feature_fraction	AUC	num_iterations
64	64	0.5	0.9295824029459	422
64	64	0.8	0.928528539946554	248
64	256	0.5	0.930798685282865	291
64	256	0.8	0.929319398069096	361
64	512	0.5	0.928408751364376	302
64	512	0.8	0.928119745567361	248
64	1024	0.5	0.930003948145639	234
64	1024	0.8	0.930538983329454	338
64	2048	0.5	0.931400278213687	281
64	2048	0.8	0.931293394076399	276
128	64	0.5	0.926683549982064	252
128	64	0.8	0.925945999506866	362
128	256	0.5	0.928621137019857	226
128	256	0.8	0.926609618266549	216
128	512	0.5	0.929075173768336	179
128	512	0.8	0.927606832289072	202
128	1024	0.5	0.929315941521357	176
128	1024	0.8	0.929421865506496	130
128	2048	0.5	0.929679839186037	289
128	2048	0.8	0.928955423592244	306
256	64	0.5	0.926615187149016	263
256	64	0.8	0.924366587626942	241
256	256	0.5	0.926705902324106	142
256	256	0.8	0.923706194978481	169
256	512	0.5	0.928322184046573	181
256	512	0.8	0.927262406509985	170
256	1024	0.5	0.928197825140163	183
256	1024	0.8	0.927408656885405	136
256	2048	0.5	0.929679301500833	225
256	2048	0.8	0.928359706792577	190
384	64	0.5	0.925064349397063	232
384	64	0.8	0.92471615982155	183
384	256	0.5	0.924935842633367	381
384	256	0.8	0.92513463253441	217
384	512	0.5	0.928261118369861	133
384	512	0.8	0.924995679315327	281
384	1024	0.5	0.927403740906399	146
384	1024	0.8	0.926478231046405	152
384	2048	0.5	0.930141557151713	216
384	2048	0.8	0.928278247484209	254
512	64	0.5	0.924029228567676	298
512	64	0.8	0.92410173925801	203
512	256	0.5	0.925371905333607	229
512	256	0.8	0.925660642288019	142
512	512	0.5	0.926655052666266	152
512	512	0.8	0.92436220933314	196
512	1024	0.5	0.927895261994797	162
512	1024	0.8	0.925499567163411	153
512	2048	0.5	0.930141557151713	216
512	2048	0.8	0.928278247484209	254
