num_leaves	min_data_in_leaf	feature_fraction	AUC	num_iterations
64	64	0.5	0.927964277731306	216
64	64	0.8	0.92831189121553	177
64	256	0.5	0.928818275459202	236
64	256	0.8	0.928128041281934	222
64	512	0.5	0.929856007902436	267
64	512	0.8	0.929797822682174	209
64	1024	0.5	0.930099348863218	276
64	1024	0.8	0.929625648198716	204
64	2048	0.5	0.930339271682348	337
64	2048	0.8	0.930990293245829	254
128	64	0.5	0.926220910270325	240
128	64	0.8	0.924187346423664	223
128	256	0.5	0.928251171193592	177
128	256	0.8	0.927849366722048	159
128	512	0.5	0.9284941664996	169
128	512	0.8	0.931182208457481	158
128	1024	0.5	0.931590388339298	180
128	1024	0.8	0.928983037568065	166
128	2048	0.5	0.931075516350623	238
128	2048	0.8	0.929234943086021	285
256	64	0.5	0.925449562439462	224
256	64	0.8	0.926057069907526	268
256	256	0.5	0.927009387215536	229
256	256	0.8	0.926219258808628	174
256	512	0.5	0.928899197082366	135
256	512	0.8	0.927597499610178	131
256	1024	0.5	0.928737507460382	174
256	1024	0.8	0.92803383115302	136
256	2048	0.5	0.931687094863801	241
256	2048	0.8	0.928904727558748	188
384	64	0.5	0.925858971316031	247
384	64	0.8	0.92495005288518	209
384	256	0.5	0.928026764433199	94
384	256	0.8	0.925170350194373	166
384	512	0.5	0.92679953636173	110
384	512	0.8	0.92740258872382	195
384	1024	0.5	0.928578890325277	157
384	1024	0.8	0.925654727750778	143
384	2048	0.5	0.931699307999143	228
384	2048	0.8	0.930307010570123	225
512	64	0.5	0.92587225982178	234
512	64	0.8	0.925087008987792	236
512	256	0.5	0.927365565256933	153
512	256	0.8	0.925707728149433	191
512	512	0.5	0.928736355277803	150
512	512	0.8	0.926405489919555	389
512	1024	0.5	0.928338929100061	168
512	1024	0.8	0.926664730999933	174
512	2048	0.5	0.931699307999143	228
512	2048	0.8	0.930307010570123	225
