num_leaves	min_data_in_leaf	feature_fraction	AUC	num_iterations
64	64	0.5	0.924677177644278	262
64	64	0.8	0.92524159348387	289
64	256	0.5	0.9251332883214	214
64	256	0.8	0.926332249513587	206
64	512	0.5	0.925517195556877	183
64	512	0.8	0.9279141577891	223
64	1024	0.5	0.926596713821659	308
64	1024	0.8	0.928782634611411	184
64	2048	0.5	0.92765760513474	257
64	2048	0.8	0.927929981096525	230
128	64	0.5	0.924765665266381	210
128	64	0.8	0.922747348635854	215
128	256	0.5	0.926880534797066	203
128	256	0.8	0.923757851164127	125
128	512	0.5	0.92628251363224	197
128	512	0.8	0.926205010150728	207
128	1024	0.5	0.926482686152378	204
128	1024	0.8	0.928817238494881	200
128	2048	0.5	0.926957999872492	265
128	2048	0.8	0.927175685567838	204
256	64	0.5	0.923001481706797	260
256	64	0.8	0.92223935133657	247
256	256	0.5	0.925478213379605	165
256	256	0.8	0.923938820641274	168
256	512	0.5	0.925710186138936	192
256	512	0.8	0.927112545962483	149
256	1024	0.5	0.925179490842837	172
256	1024	0.8	0.927352507187699	158
256	2048	0.5	0.924350226634313	296
256	2048	0.8	0.926194947756201	237
384	64	0.5	0.923071457595456	242
384	64	0.8	0.9220899516621	234
384	256	0.5	0.923548768432041	381
384	256	0.8	0.923172004728557	168
384	512	0.5	0.924726913525625	242
384	512	0.8	0.924567067395768	193
384	1024	0.5	0.925238021717874	166
384	1024	0.8	0.927254802104961	187
384	2048	0.5	0.924350226634313	296
384	2048	0.8	0.926194947756201	237
512	64	0.5	0.924049891041934	170
512	64	0.8	0.925674622103317	175
512	256	0.5	0.922264622541146	327
512	256	0.8	0.921562789725911	172
512	512	0.5	0.922834876105807	122
512	512	0.8	0.923329930554115	167
512	1024	0.5	0.92523318255104	166
512	1024	0.8	0.927207024933999	208
512	2048	0.5	0.924350226634313	296
512	2048	0.8	0.926194947756201	237
