num_leaves	min_data_in_leaf	feature_fraction	AUC	num_iterations
64	64	0.5	0.925777819256351	277
64	64	0.8	0.925369639374534	179
64	256	0.5	0.926212345713151	264
64	256	0.8	0.92608714187285	184
64	512	0.5	0.927344096254869	201
64	512	0.8	0.928012746211816	213
64	1024	0.5	0.927946226870895	206
64	1024	0.8	0.927706035209163	258
64	2048	0.5	0.927019641640493	226
64	2048	0.8	0.928406600623561	303
128	64	0.5	0.927945612373519	253
128	64	0.8	0.923736919847267	210
128	256	0.5	0.926565144018982	174
128	256	0.8	0.925743753058085	136
128	512	0.5	0.927600610503143	149
128	512	0.8	0.927436539703828	164
128	1024	0.5	0.926125970425778	189
128	1024	0.8	0.926437597407436	132
128	2048	0.5	0.926033104509873	252
128	2048	0.8	0.926508264605643	231
256	64	0.5	0.92360077027246	204
256	64	0.8	0.92405949256343	201
256	256	0.5	0.923030439895628	190
256	256	0.8	0.923202076693881	104
256	512	0.5	0.924744042639973	165
256	512	0.8	0.922220071481407	176
256	1024	0.5	0.924241230162296	182
256	1024	0.8	0.925357771893965	181
256	2048	0.5	0.924128085832993	214
256	2048	0.8	0.925097532255351	283
384	64	0.5	0.92389250290158	194
384	64	0.8	0.923233761714816	285
384	256	0.5	0.922611813558424	434
384	256	0.8	0.925372519830982	174
384	512	0.5	0.92453311641576	144
384	512	0.8	0.92567592791024	254
384	1024	0.5	0.924305982823262	149
384	1024	0.8	0.925501948340742	177
384	2048	0.5	0.924128085832993	214
384	2048	0.8	0.925097532255351	283
512	64	0.5	0.925361305253876	195
512	64	0.8	0.9238318980979	202
512	256	0.5	0.922759523365111	185
512	256	0.8	0.921770259402386	273
512	512	0.5	0.922965687234662	121
512	512	0.8	0.925087393048652	150
512	1024	0.5	0.924323188749782	149
512	1024	0.8	0.925508861436219	177
512	2048	0.5	0.924128085832993	214
512	2048	0.8	0.925097532255351	283
