num_leaves	min_data_in_leaf	feature_fraction	AUC	num_iterations
64	64	0.5	0.926860986099301	202
64	64	0.8	0.925581487344811	424
64	256	0.5	0.929943612184561	359
64	256	0.8	0.928360436508211	215
64	512	0.5	0.928733013948322	477
64	512	0.8	0.928379025053826	196
64	1024	0.5	0.929979061001923	268
64	1024	0.8	0.92903584593629	236
64	2048	0.5	0.929674423927913	365
64	2048	0.8	0.929825897531026	338
128	64	0.5	0.926443857599451	226
128	64	0.8	0.924720192460578	153
128	256	0.5	0.926330098772772	240
128	256	0.8	0.926578394118646	226
128	512	0.5	0.928549202420812	186
128	512	0.8	0.927817297640253	161
128	1024	0.5	0.928443163217416	163
128	1024	0.8	0.928824919712077	206
128	2048	0.5	0.931236629881317	241
128	2048	0.8	0.931429850899893	296
256	64	0.5	0.924266117306013	254
256	64	0.8	0.922856690762645	169
256	256	0.5	0.924906269947161	232
256	256	0.8	0.92431842639512	184
256	512	0.5	0.925917348566723	117
256	512	0.8	0.923907327650769	173
256	1024	0.5	0.927145114323396	188
256	1024	0.8	0.928677747590594	166
256	2048	0.5	0.929728691727406	223
256	2048	0.8	0.929765100696917	265
384	64	0.5	0.923012773096076	215
384	64	0.8	0.925205837417821	183
384	256	0.5	0.925180028528041	211
384	256	0.8	0.924485876930002	258
384	512	0.5	0.925793604157689	166
384	512	0.8	0.923805858771604	218
384	1024	0.5	0.925651885700416	146
384	1024	0.8	0.925746364671931	161
384	2048	0.5	0.928867396843173	245
384	2048	0.8	0.92836235681251	183
512	64	0.5	0.923174385905888	179
512	64	0.8	0.923705004389816	362
512	256	0.5	0.924626289580352	283
512	256	0.8	0.924836294058502	245
512	512	0.5	0.923947884477566	511
512	512	0.8	0.922992955555709	162
512	1024	0.5	0.928702404297795	165
512	1024	0.8	0.925845836434625	143
512	2048	0.5	0.928867396843173	245
512	2048	0.8	0.92836235681251	183
