num_leaves	min_data_in_leaf	feature_fraction	AUC	num_iterations
64	64	0.5	0.925248890640206	203
64	64	0.8	0.923660107675303	283
64	256	0.5	0.926270722963844	247
64	256	0.8	0.926990837076006	236
64	512	0.5	0.926880918857926	192
64	512	0.8	0.927383193650398	177
64	1024	0.5	0.927091000148248	225
64	1024	0.8	0.927363913795236	192
64	2048	0.5	0.927730115825074	241
64	2048	0.8	0.928827454513752	274
128	64	0.5	0.925982830943323	268
128	64	0.8	0.924372233321581	165
128	256	0.5	0.925534478295569	130
128	256	0.8	0.927104442278341	139
128	512	0.5	0.926565489673756	155
128	512	0.8	0.927861656669563	180
128	1024	0.5	0.925918577561475	166
128	1024	0.8	0.927347821645209	163
128	2048	0.5	0.925882475840652	288
128	2048	0.8	0.926419316110508	190
256	64	0.5	0.923932368418829	293
256	64	0.8	0.923482479527636	209
256	256	0.5	0.923052561801153	197
256	256	0.8	0.925609485381491	182
256	512	0.5	0.923616363143369	174
256	512	0.8	0.926469474458801	197
256	1024	0.5	0.925756043005599	178
256	1024	0.8	0.928422039870126	193
256	2048	0.5	0.927991738082784	225
256	2048	0.8	0.925667209728722	185
384	64	0.5	0.923089815704556	409
384	64	0.8	0.924062334613792	282
384	256	0.5	0.922780109027197	261
384	256	0.8	0.925333191998937	220
384	512	0.5	0.92360937323572	309
384	512	0.8	0.923936593088287	157
384	1024	0.5	0.925220969415698	195
384	1024	0.8	0.926444203254225	181
384	2048	0.5	0.927991738082784	225
384	2048	0.8	0.925667209728722	185
512	64	0.5	0.922394895984797	296
512	64	0.8	0.922907463608313	229
512	256	0.5	0.922508117126272	275
512	256	0.8	0.9245675282688	373
512	512	0.5	0.921669097771909	133
512	512	0.8	0.926864903520072	160
512	1024	0.5	0.925323360040925	231
512	1024	0.8	0.926682781860345	203
512	2048	0.5	0.927991738082784	225
512	2048	0.8	0.925667209728722	185
