num_leaves	min_data_in_leaf	feature_fraction	AUC	num_iterations
64	64	0.5	0.923112552107457	338
64	64	0.8	0.927403587282055	246
64	256	0.5	0.924470706526039	229
64	256	0.8	0.926568869409322	225
64	512	0.5	0.927194158895195	320
64	512	0.8	0.929029854586877	268
64	1024	0.5	0.927416760569547	176
64	1024	0.8	0.92665328598631	200
64	2048	0.5	0.926753756307239	256
64	2048	0.8	0.92904110757007	180
128	64	0.5	0.923382546891911	217
128	64	0.8	0.924968372588194	226
128	256	0.5	0.924732866468952	132
128	256	0.8	0.926821888703772	143
128	512	0.5	0.926434985793589	186
128	512	0.8	0.927343443351407	134
128	1024	0.5	0.928085180089978	167
128	1024	0.8	0.928551391567713	187
128	2048	0.5	0.926354179388683	203
128	2048	0.8	0.927728310739033	205
256	64	0.5	0.923326973285495	214
256	64	0.8	0.926282360007896	177
256	256	0.5	0.924553778890018	198
256	256	0.8	0.925598962113932	126
256	512	0.5	0.924327106170552	149
256	512	0.8	0.924274643457101	174
256	1024	0.5	0.927053323777899	201
256	1024	0.8	0.925226960765111	171
256	2048	0.5	0.92708151384501	201
256	2048	0.8	0.927316712715564	202
384	64	0.5	0.925005818522026	247
384	64	0.8	0.92428516672466	285
384	256	0.5	0.925577147457095	213
384	256	0.8	0.923125917425379	230
384	512	0.5	0.922735404343114	176
384	512	0.8	0.925341794962197	247
384	1024	0.5	0.926126124050121	190
384	1024	0.8	0.925780853337143	179
384	2048	0.5	0.92708151384501	201
384	2048	0.8	0.927316712715564	202
512	64	0.5	0.922748078351488	287
512	64	0.8	0.923489162186597	304
512	256	0.5	0.924530120741053	372
512	256	0.8	0.926208543510639	380
512	512	0.5	0.923533790058508	140
512	512	0.8	0.92358118316861	149
512	1024	0.5	0.926126354486637	190
512	1024	0.8	0.926729790909587	185
512	2048	0.5	0.92708151384501	201
512	2048	0.8	0.927316712715564	202
