Feature	Gain	Cover	Frequency
ctrx_quarter	0.102905144775899	0.0336552014288268	0.00880185926914899
mcaja_ahorro	0.0887781000673969	0.0265324677352552	0.00820847549819512
mtarjeta_visa_consumo	0.0442027909282071	0.0213945690182042	0.00815902685061564
Visa_status	0.036343429570304	0.00244646249181877	0.00153290807496415
mcuenta_corriente	0.0361986818173977	0.00898960403028244	0.00944469168768234
cpayroll_trx	0.0256647450177333	0.0203413149798171	0.00514265934826683
ctrx_quarter_lag1	0.0255197696841233	0.0054450768753449	0.00618108094743609
cdescubierto_preacordado	0.0245248607256599	0.00629594477968066	0.00365919992088216
ctarjeta_visa_transacciones	0.0232206640581801	0.0116824487819679	0.00489541611036938
mcuentas_saldo	0.0217984610561117	0.032102519654302	0.0134500321416209
foto_mes	0.0171074693442484	0.0246554264165733	0.0208178806309647
mprestamos_personales	0.0148044913078827	0.0194591555213416	0.0101369727537952
mcaja_ahorro_lag1	0.0144795173823691	0.00612124721400536	0.00593383770953864
mpayroll	0.00920035748745149	0.0143799373494172	0.00519210799584631
mpasivos_margen	0.00912989406435733	0.00924453999369645	0.00632942689017455
ctrx_quarter_delta2	0.00832943689159093	0.00676786779566901	0.00904910250704643
ctrx_quarter_delta1	0.00819122798052731	0.0154974020289903	0.0102358700489542
Visa_mconsumototal	0.00781268710967492	0.00825876850895867	0.00593383770953864
Visa_mpagominimo_delta1	0.00736390563770015	0.00506589247157875	0.00553824852890274
Master_status	0.0069698434749194	0.00451166990681709	0.00163180537012313
mrentabilidad	0.0064207991446403	0.00264634213729851	0.00440092963457449
ctarjeta_visa	0.00636778669132691	0.00167603953980301	0.000445037828215398
Visa_mpagominimo	0.00635128644928009	0.0160941411441979	0.00835682144093359
Visa_cconsumos	0.00631658323876401	0.00939763795636556	0.00538990258616427
mpayroll_sobre_edad	0.00581359969076877	0.01857667084927	0.0047965188152104
cprestamos_personales_delta2	0.00579222178646776	0.0101737309048841	0.00311526479750779
cproductos	0.00573182976382112	0.0256997920157973	0.00771398902240024
ccomisiones_mantenimiento_delta2	0.00556929817853444	0.00313073973156345	0.00341195668298472
Master_fechaalta	0.00527179618038923	0.00947864104553288	0.00855461603125155
mrentabilidad_annual_lag2	0.00498119821562443	0.00249207809344707	0.00924689709736439
mcuentas_saldo_lag2	0.00497679313071186	0.00160759013492214	0.00578549176680018
mcuentas_saldo_delta2	0.00488036474618285	0.00866781396651967	0.0083073727933541
mcuenta_corriente_delta2	0.00481766128749034	0.00817313698575166	0.0070217079562874
mcuentas_saldo_delta1	0.00466158937459944	0.0117782066068997	0.00761509172724126
cliente_edad	0.0045954585716897	0.00419286463000031	0.0108787024674875
mactivos_margen	0.0042240603154581	0.00736659994284708	0.00766454037482075
mprestamos_personales_delta2	0.00418735636285718	0.014660045870616	0.00647777283291302
mcuentas_saldo_lag1	0.0040178521232154	0.00403144808442431	0.00746674578450279
Visa_msaldototal	0.00400658102957142	0.00323303845156947	0.00509321070068734
Visa_Fvencimiento	0.00398758657669235	0.00157400523895957	0.00736784848934382
numero_de_cliente	0.00396155130476721	0.00282774979701361	0.00984028086831825
cproductos_delta1	0.00389493524260074	0.00547874453963259	0.00301636750234881
mprestamos_personales_delta1	0.00386458508347325	0.00748456385019392	0.00449982692973347
mcuenta_corriente_lag1	0.00384268438771542	0.00667041358630367	0.00563714582406171
mtransferencias_recibidas	0.00378261411049907	0.00633468694800806	0.00504376205310785
mrentabilidad_annual_delta1	0.0037400392554664	0.00757280147694788	0.00766454037482075
mrentabilidad_annual_lag1	0.00369772732655105	0.00308009284121565	0.00721950254660535
cproductos_delta2	0.00358769676681607	0.0127516353567106	0.00410423774909756
Visa_status_delta2	0.00356878459539568	0.000952243720893447	0.000543935123374376
mrentabilidad_annual	0.00356047665834103	0.00220895402185406	0.0070217079562874
mprestamos_personales_lag2	0.00343948508712917	0.000957247176016894	0.00237353508381546
mcomisiones_lag2	0.0034368659618441	0.00211827949051868	0.00647777283291302
cliente_edad_lag1	0.00340907116039107	0.00373466284440686	0.00692281066112842
Visa_fultimo_cierre	0.00336139676564579	0.000742516109649584	0.00420313504425654
cliente_antiguedad	0.00329595412901802	0.00676618825788566	0.00687336201354893
cliente_edad_lag2	0.00324350862180457	0.00294886769027197	0.00781288631755922
mprestamos_personales_lag1	0.00324039111714651	0.00190285917641734	0.00232408643623597
Visa_Fvencimiento_lag1	0.00318768674335465	0.00141886883161055	0.00751619443208228
chomebanking_transacciones	0.00311373506909657	0.00269584711774477	0.00677446471838995
chomebanking_transacciones_lag1	0.00311362906359617	0.000765323544232207	0.00623052959501558
mcomisiones_lag1	0.00308000806195528	0.00197395863262842	0.0061316322998566
ccomisiones_otras	0.00296916731138294	0.00137455774668183	0.00459872422489245
mrentabilidad_lag1	0.00292649120174602	0.000463400075889325	0.00356030262572319
ctrx_quarter_lag2	0.00292491086364019	0.00246300150758329	0.00558769717648222
Visa_fechaalta	0.00288379379143428	0.0037983549017505	0.0056865944716412
mactivos_margen_lag2	0.00286416183724741	0.00950822962307157	0.00632942689017455
cdescubierto_preacordado_delta2	0.00283684202233821	0.00540225928258376	0.00232408643623597
Master_Fvencimiento	0.00282631269716388	0.00256403892620992	0.00642832418533353
Master_Fvencimiento_lag2	0.00282379940680022	0.00201234042913314	0.006576670128072
Master_Fvencimiento_lag1	0.00277639317729802	0.00283783727819647	0.00573604311922069
mpayroll_lag1	0.00275931216260891	0.00295337746529686	0.00252188102655392
Visa_fechaalta_lag1	0.00274488877764495	0.0018666205668093	0.00489541611036938
ctarjeta_visa_transacciones_delta2	0.00270886296724856	0.00810296482776724	0.0052415566434258
mcomisiones_mantenimiento	0.00269975395689405	0.00548431418869696	0.00598328635711813
chomebanking_transacciones_lag2	0.0026780185057668	0.000872118854928143	0.00573604311922069
mcuenta_corriente_delta1	0.00265927139483607	0.00157383603999405	0.00435148098699501
mactivos_margen_lag1	0.00265689592687258	0.00604702966257242	0.00558769717648222
mtarjeta_master_consumo	0.00265663845446096	0.00558241076816086	0.0030658161499283
ccomisiones_mantenimiento_delta1	0.00258964130556746	0.00414822906393857	0.00222518914107699
internet	0.00255406475563036	0.00798322469751389	0.00326361074024625
mttarjeta_visa_debitos_automaticos_lag1	0.00255102555818159	0.00281582529849074	0.00548879988132325
chomebanking_transacciones_delta1	0.0025412533590109	0.00771750907533077	0.00608218365227711
Master_fechaalta_lag2	0.00253886146061375	0.00144945795368131	0.00529100529100529
cliente_antiguedad_lag2	0.0024909419721874	0.00184470380730062	0.00563714582406171
mpasivos_margen_lag2	0.00246613381960704	0.0031687963144721	0.00598328635711813
mttarjeta_visa_debitos_automaticos_lag2	0.00246186707847565	0.00364186783252948	0.00474707016763092
mcaja_ahorro_delta2	0.00245134922247816	0.00340026416162857	0.00509321070068734
ccomisiones_otras_lag2	0.00243711635827449	0.0231226625098822	0.00632942689017455
chomebanking_transacciones_delta2	0.0024331225209259	0.00383683484830449	0.00529100529100529
ctarjeta_visa_lag2	0.00242152528025062	0.000336002776867054	0.000296691885476932
mttarjeta_visa_debitos_automaticos_delta2	0.00239775248307746	0.00262059972325759	0.00573604311922069
ccallcenter_transacciones_delta2	0.00239317291122703	0.00541821599022017	0.00449982692973347
Visa_fechaalta_lag2	0.0023815837760676	0.00327872583457708	0.00583494041437967
Master_fultimo_cierre	0.00237406753950958	0.00593725542463493	0.00425258369183603
ctarjeta_visa_transacciones_delta1	0.00234302048142016	0.00772725669365647	0.00529100529100529
Visa_mfinanciacion_limite	0.00232294850998542	0.00169722090640525	0.00534045393858478
mactivos_margen_delta2	0.00230899196837741	0.00158686216295048	0.00529100529100529
mpasivos_margen_lag1	0.002272699961328	0.00109277115262585	0.00440092963457449
mtransferencias_recibidas_lag1	0.00226754680194787	0.0128317001607055	0.0052415566434258
mcuenta_corriente_lag2	0.00224376225109864	0.00862332928784711	0.00548879988132325
Visa_cconsumos_delta2	0.00224235317098489	0.00609987687193514	0.00464817287247194
Master_msaldototal	0.00223144436059723	0.00504529854034601	0.00410423774909756
Master_mfinanciacion_limite_lag1	0.00223087622466361	0.000937955564094577	0.00469762152005143
cliente_antiguedad_lag1	0.00219803086860059	0.00296600512835179	0.00519210799584631
mttarjeta_visa_debitos_automaticos_delta1	0.00217268894241068	0.000970742075328033	0.00499431340552836
Visa_mpagominimo_delta2	0.00216688566008291	0.00143797879269542	0.00469762152005143
Visa_Fvencimiento_lag2	0.002163223842083	0.000646048528018295	0.00489541611036938
mrentabilidad_annual_delta2	0.00214094750426254	0.00272107241286941	0.00548879988132325
ccallcenter_transacciones	0.00210390981808449	0.00547306502111009	0.00405478910151807
mrentabilidad_lag2	0.00206079025430426	0.00155757389526403	0.0052415566434258
Master_mfinanciacion_limite	0.00206051880526491	0.00258969417714739	0.00484596746278989
Visa_mconsumototal_lag1	0.002030425767747	0.000613727130824275	0.00454927557731296
Master_mlimitecompra	0.00201575132908407	0.0013934164729391	0.00430203233941552
Master_fechaalta_lag1	0.00200533018896361	0.00175558868980769	0.00489541611036938
cprestamos_personales_lag2	0.0019992951090748	0.000392878533028034	0.00138456213222568
Visa_msaldototal_lag1	0.00198743580542396	0.00223788704495921	0.00390644315877961
Visa_mpagominimo_lag1	0.00198717189923089	0.00235974912068067	0.0035108539781437
kmes_lag2	0.0019861831679443	0.0020483307337658	0.00400534045393859
cpayroll_trx_lag1	0.00196194565151542	0.00205174401159851	0.00128566483706671
mtarjeta_visa_consumo_delta1	0.00195977177898748	0.00195604624863722	0.00390644315877961
mtransferencias_recibidas_lag2	0.00192710035563128	0.00137533781983459	0.00375809721604114
mcomisiones	0.00192294175434733	0.00111888639036138	0.00445037828215398
Visa_mpagominimo_lag2	0.00191169912449028	0.0011908765216464	0.00410423774909756
Visa_msaldototal_delta1	0.00189688905925498	0.00189600185730364	0.00449982692973347
mcomisiones_mantenimiento_lag2	0.00188592580101771	0.00136687567416907	0.00380754586362063
mcaja_ahorro_lag2	0.00186441705117811	0.00255787305221941	0.00400534045393859
mtarjeta_visa_consumo_lag1	0.00186135357003181	0.00144443618698151	0.00281857291203086
Visa_fultimo_cierre_lag2	0.00185080616047064	0.0115906748235881	0.00474707016763092
thomebanking	0.00185018527886081	0.00390495098249569	0.00311526479750779
mcomisiones_delta1	0.00181807404293945	0.00182529573375268	0.00449982692973347
mactivos_margen_delta1	0.00180902412645173	0.00108200614311783	0.00440092963457449
mpayroll_delta2	0.00180540031170309	0.00621012647839482	0.00316471344508728
mpasivos_margen_delta2	0.00179903675665099	0.00181307971493423	0.00519210799584631
mcaja_ahorro_delta1	0.00178332657621643	0.00105191509592394	0.00400534045393859
Visa_mfinanciacion_limite_delta1	0.00174647087913672	0.000862417381774863	0.00331305938782574
Visa_cconsumos_lag2	0.0017199815138818	0.001199879957509	0.00440092963457449
Master_mconsumototal	0.00171250193613533	0.00468329771983211	0.00410423774909756
mcomisiones_mantenimiento_delta2	0.00170170092986189	0.00125090333386668	0.0035108539781437
mcomisiones_delta2	0.00169795569029672	0.000349275007409706	0.0039558918063591
cproductos_lag1	0.00168542167199412	0.00164644583502295	0.0030658161499283
mcomisiones_mantenimiento_lag1	0.00165432978297314	0.00180661279862843	0.00440092963457449
Visa_mlimitecompra_lag2	0.00164621330546599	0.00266698294616672	0.00311526479750779
mttarjeta_visa_debitos_automaticos	0.00163380737872526	0.00225657803717706	0.00400534045393859
ccallcenter_transacciones_delta1	0.00161706389344791	0.00151572095634531	0.00356030262572319
Visa_msaldototal_delta2	0.00161529151202867	0.0011471748459788	0.00375809721604114
Visa_msaldototal_lag2	0.00160833285449352	0.00232410600353571	0.0035108539781437
Visa_mfinanciacion_limite_lag1	0.00158462827414942	0.000382486347214615	0.00321416209266677
mrentabilidad_delta2	0.00155342530927301	0.000456847461406181	0.00311526479750779
Visa_cconsumos_delta1	0.00152781083823949	0.00226402938382775	0.00380754586362063
mrentabilidad_delta1	0.00152662909290639	0.000754316089453234	0.00380754586362063
mpasivos_margen_delta1	0.00151342229177417	0.00533201168090475	0.00410423774909756
Visa_cconsumos_lag1	0.00151152009492056	0.000421856968842547	0.00346140533056421
ccomisiones_otras_lag1	0.00151145759007669	0.005567744660426	0.00370864856846165
mtarjeta_visa_consumo_delta2	0.00150298503645968	0.000683200519054963	0.00356030262572319
Master_mlimitecompra_lag2	0.00150107088159686	0.000639929531663255	0.0030658161499283
Visa_mconsumototal_lag2	0.00149714815127614	0.000690903832996303	0.00385699451120012
Master_fultimo_cierre_lag2	0.00149144844897223	0.00601517044956562	0.00331305938782574
