num_leaves	min_data_in_leaf	feature_fraction	AUC	num_iterations
64	64	0.5	0.926838134478142	296
64	64	0.8	0.926395235494597	441
64	256	0.5	0.929548874432838	408
64	256	0.8	0.928486600500662	242
64	512	0.5	0.929316325582217	280
64	512	0.8	0.929249460586522	293
64	1024	0.5	0.931894180479416	321
64	1024	0.8	0.929932051952681	392
64	2048	0.5	0.930651974034413	348
64	2048	0.8	0.931683715128234	284
128	64	0.5	0.927488042265129	272
128	64	0.8	0.924649640480629	225
128	256	0.5	0.926752181657714	175
128	256	0.8	0.926993986375057	185
128	512	0.5	0.929412187172828	185
128	512	0.8	0.928302750567066	195
128	1024	0.5	0.930067241375337	186
128	1024	0.8	0.928033139843472	229
128	2048	0.5	0.931091723718907	201
128	2048	0.8	0.92928417968825	283
256	64	0.5	0.926371615751718	229
256	64	0.8	0.924548248413637	245
256	256	0.5	0.927201724894134	155
256	256	0.8	0.925530061595681	135
256	512	0.5	0.927647773176729	149
256	512	0.8	0.92872529432504	188
256	1024	0.5	0.928820771854791	177
256	1024	0.8	0.929534817805369	157
256	2048	0.5	0.929293243524542	207
256	2048	0.8	0.930259617460021	243
384	64	0.5	0.926496973216364	247
384	64	0.8	0.925389188072299	296
384	256	0.5	0.926429378505035	174
384	256	0.8	0.924364436886127	203
384	512	0.5	0.926199556486519	158
384	512	0.8	0.925438655111044	160
384	1024	0.5	0.92774344273691	161
384	1024	0.8	0.926038327737567	179
384	2048	0.5	0.928355366904861	243
384	2048	0.8	0.929790295089321	187
512	64	0.5	0.925404166445832	278
512	64	0.8	0.925620085461223	189
512	256	0.5	0.927518959164345	148
512	256	0.8	0.924683053775433	188
512	512	0.5	0.927422406264186	154
512	512	0.8	0.923864312834469	151
512	1024	0.5	0.928171324940836	199
512	1024	0.8	0.925854208961369	211
512	2048	0.5	0.928355366904861	243
512	2048	0.8	0.929790295089321	187
