num_leaves	min_data_in_leaf	feature_fraction	AUC	num_iterations
64	64	0.5	0.926291193407672	304
64	64	0.8	0.927288100181507	521
64	256	0.5	0.928281704031948	230
64	256	0.8	0.928252592218773	131
64	512	0.5	0.930243832558683	207
64	512	0.8	0.92782928033908	295
64	1024	0.5	0.929072946215349	224
64	1024	0.8	0.929655489727524	428
64	2048	0.5	0.93017762046645	281
64	2048	0.8	0.930451878326447	426
128	64	0.5	0.92737075007854	400
128	64	0.8	0.926759017941019	286
128	256	0.5	0.927570039258701	169
128	256	0.8	0.928328290614244	191
128	512	0.5	0.930290457547065	186
128	512	0.8	0.929358418652453	210
128	1024	0.5	0.9284736192436	255
128	1024	0.8	0.928560839464865	227
128	2048	0.5	0.931849245358817	227
128	2048	0.8	0.930522468712482	299
256	64	0.5	0.926131500902159	196
256	64	0.8	0.927718286750592	281
256	256	0.5	0.926413171136751	167
256	256	0.8	0.923860280195441	140
256	512	0.5	0.928911947902913	129
256	512	0.8	0.927171230461864	122
256	1024	0.5	0.928798957197954	134
256	1024	0.8	0.929999608257923	170
256	2048	0.5	0.929255451935936	227
256	2048	0.8	0.928788741179082	264
384	64	0.5	0.924757331145723	277
384	64	0.8	0.927110318409497	231
384	256	0.5	0.925787151935244	152
384	256	0.8	0.925028785361443	138
384	512	0.5	0.925990243317917	145
384	512	0.8	0.927861464639133	138
384	1024	0.5	0.928756864127717	181
384	1024	0.8	0.927556520316435	152
384	2048	0.5	0.929271428867704	260
384	2048	0.8	0.928082222821357	206
512	64	0.5	0.924853346360678	372
512	64	0.8	0.926093248440521	266
512	256	0.5	0.926261620721466	352
512	256	0.8	0.923677044759221	140
512	512	0.5	0.926979584092814	537
512	512	0.8	0.926891787780259	355
512	1024	0.5	0.927595156838933	141
512	1024	0.8	0.927453899254692	143
512	2048	0.5	0.929271428867704	260
512	2048	0.8	0.928082222821357	206
