num_leaves	min_data_in_leaf	feature_fraction	AUC	num_iterations
64	64	0.5	0.925852634311844	385
64	64	0.8	0.927898219263417	274
64	256	0.5	0.929455893298676	176
64	256	0.8	0.927871181378886	217
64	512	0.5	0.929363181007115	191
64	512	0.8	0.929309950171944	218
64	1024	0.5	0.930847115357288	253
64	1024	0.8	0.929786262450293	221
64	2048	0.5	0.931191617948546	490
64	2048	0.8	0.929546147600733	187
128	64	0.5	0.92698707327958	322
128	64	0.8	0.925248314548917	297
128	256	0.5	0.927244317243488	176
128	256	0.8	0.928535529854203	168
128	512	0.5	0.929060387425233	179
128	512	0.8	0.928215223097113	187
128	1024	0.5	0.929684294292011	218
128	1024	0.8	0.928967291072813	146
128	2048	0.5	0.929000704367617	220
128	2048	0.8	0.929996305334529	214
256	64	0.5	0.923784005708681	266
256	64	0.8	0.924439636002479	211
256	256	0.5	0.927432238222198	128
256	256	0.8	0.926142062575804	179
256	512	0.5	0.928753253955635	155
256	512	0.8	0.92824602477807	105
256	1024	0.5	0.928566293129074	209
256	1024	0.8	0.927332075149956	191
256	2048	0.5	0.929977716788913	270
256	2048	0.8	0.929529440953331	192
384	64	0.5	0.924687969754439	455
384	64	0.8	0.92464733611547	239
384	256	0.5	0.926042437188767	69
384	256	0.8	0.925988246201446	168
384	512	0.5	0.927888809772352	160
384	512	0.8	0.926211923246205	199
384	1024	0.5	0.927943807287478	165
384	1024	0.8	0.927241667223555	169
384	2048	0.5	0.928457757530089	213
384	2048	0.8	0.928716537737436	209
512	64	0.5	0.927663903732841	335
512	64	0.8	0.924028460445956	201
512	256	0.5	0.92653007926248	320
512	256	0.8	0.926972286936477	184
512	512	0.5	0.927417797533868	164
512	512	0.8	0.925920421053602	184
512	1024	0.5	0.928642337179319	165
512	1024	0.8	0.927066842720165	154
512	2048	0.5	0.928457757530089	213
512	2048	0.8	0.928716537737436	209
